type,timestamp,time_diff,totalCursorDistance,totalMouseClicks,user_id,version_id,option_id,old_vote,new_vote,vote_diff,option_position,option_position_view
options/updateOptionVotes,2023-10-06 22:42:25.544000+00:00,3.624,414.0522333243344,2,S023,v3,option_21,0.0,3.0,3.0,13.0,12.0
options/updateOptionVotes,2023-10-06 22:42:27.555000+00:00,2.011,343.7674122075398,2,S023,v3,option_5,0.0,2.0,2.0,14.0,11.0
options/updateOptionVotes,2023-10-06 22:42:32.044000+00:00,4.489,1094.5759749636245,2,S023,v3,option_7,0.0,5.0,5.0,22.0,3.0
options/updateOptionVotes,2023-10-06 22:42:35.465000+00:00,3.421,1177.2391301545988,4,S023,v3,option_1,5.0,6.0,1.0,3.0,22.0
options/updateOptionVotes,2023-10-06 22:42:39.807000+00:00,4.3420000000000005,606.6333335867889,2,S023,v3,option_26,0.0,4.0,4.0,16.0,9.0
options/updateOptionVotes,2023-10-06 22:42:44.678000+00:00,4.871,937.587237431263,2,S023,v3,option_18,0.0,1.0,1.0,20.0,5.0
options/updateOptionVotes,2023-10-06 22:42:51.079000+00:00,6.401,638.7717470996427,2,S023,v3,option_29,0.0,1.0,1.0,19.0,6.0
options/updateOptionVotes,2023-10-06 22:43:01.506000+00:00,10.426999999999998,1307.470480764372,2,S023,v3,option_6,0.0,1.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-06 22:43:06.144000+00:00,4.638,935.850761936127,4,S023,v3,option_28,0.0,1.0,1.0,15.0,10.0
options/updateOptionVotes,2023-10-06 22:43:55.184000+00:00,49.040000000000006,13261.528844782775,3,S023,v3,option_17,7.0,7.0,0.0,2.0,23.0
options/updateOptionVotes,2023-10-06 22:43:56.928000+00:00,1.7440000000000002,544.5478407778155,2,S023,v3,option_17,7.0,8.0,1.0,2.0,23.0
options/updateOptionVotes,2023-10-06 22:44:01.653000+00:00,4.725,972.1879135331852,2,S023,v3,option_26,4.0,3.0,-1.0,16.0,9.0
options/updateOptionVotes,2023-10-06 22:44:05.972000+00:00,4.318999999999999,1814.503382155904,2,S023,v3,option_26,3.0,2.0,-1.0,16.0,9.0
options/updateOptionVotes,2023-10-06 22:44:18.404000+00:00,12.432000000000004,3058.160196928144,4,S023,v3,option_30,4.0,3.0,-1.0,1.0,24.0
options/updateOptionVotes,2023-10-06 22:44:28.743000+00:00,10.338999999999997,3775.379024260046,2,S023,v3,option_1,6.0,7.0,1.0,3.0,22.0
options/updateOptionVotes,2023-10-06 22:44:47.654000+00:00,18.911,5474.192415019847,2,S023,v3,option_31,4.0,5.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-06 22:44:53.067000+00:00,5.413,653.0653251403272,2,S023,v3,option_10,1.0,2.0,1.0,11.0,14.0
options/updateOptionVotes,2023-10-06 22:44:57.285000+00:00,4.217999999999999,995.382570018692,3,S023,v3,option_10,2.0,1.0,-1.0,11.0,14.0
options/updateOptionVotes,2023-10-06 22:45:01.121000+00:00,3.836,694.1385764666113,2,S023,v3,option_27,1.0,2.0,1.0,7.0,18.0
options/updateOptionVotes,2023-10-06 22:45:14.611000+00:00,13.49,2107.382023047982,4,S023,v3,option_12,2.0,3.0,1.0,6.0,19.0
options/updateOptionVotes,2023-10-06 22:45:18.896000+00:00,4.285,839.1911523972585,2,S023,v3,option_18,1.0,2.0,1.0,20.0,5.0
initializing system,2023-10-07 14:55:08.168000+00:00,56.821,1305.8330707645478,0,S025,v3,,,,,,
options/updateOptionVotes,2023-10-07 14:56:36.942000+00:00,31.953000000000003,3929.4398149519534,2,S025,v3,option_30,0.0,3.0,3.0,2.0,23.0
options/updateOptionVotes,2023-10-07 14:56:48.066000+00:00,11.124,960.1459769900866,2,S025,v3,option_21,0.0,3.0,3.0,14.0,11.0
options/updateOptionVotes,2023-10-07 14:57:02.367000+00:00,14.301,741.2663348741627,2,S025,v3,option_24,0.0,4.0,4.0,19.0,6.0
options/updateOptionVotes,2023-10-07 14:57:14.415000+00:00,12.048,712.7775084823753,2,S025,v3,option_27,0.0,2.0,2.0,1.0,24.0
options/updateOptionVotes,2023-10-07 14:57:22.930000+00:00,8.515,680.1728728212873,2,S025,v3,option_26,0.0,1.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-07 14:57:34.834000+00:00,11.904,742.7986872740707,2,S025,v3,option_31,0.0,3.0,3.0,3.0,22.0
options/updateOptionVotes,2023-10-07 14:57:44.441000+00:00,9.607,791.8826624941275,2,S025,v3,option_29,0.0,-6.0,-6.0,4.0,21.0
options/updateOptionVotes,2023-10-07 14:57:53.048000+00:00,8.607,509.6078590383143,2,S025,v3,option_2,0.0,5.0,5.0,10.0,15.0
options/updateOptionVotes,2023-10-07 14:57:58.368000+00:00,5.32,635.7855525443202,2,S025,v3,option_3,0.0,1.0,1.0,11.0,14.0
options/updateOptionVotes,2023-10-07 14:58:04.761000+00:00,6.393,642.0515423817895,2,S025,v3,option_1,0.0,1.0,1.0,16.0,9.0
options/updateOptionVotes,2023-10-07 14:58:14.255000+00:00,9.494,585.242824881476,2,S025,v3,option_1,1.0,2.0,1.0,16.0,9.0
options/updateOptionVotes,2023-10-07 14:58:26.112000+00:00,11.857,538.1972643769141,2,S025,v3,option_6,0.0,2.0,2.0,5.0,20.0
options/updateOptionVotes,2023-10-07 14:58:35.158000+00:00,9.046,482.7176075269964,2,S025,v3,option_9,0.0,2.0,2.0,18.0,7.0
options/updateOptionVotes,2023-10-07 14:58:42.053000+00:00,6.8950000000000005,150.7563494547334,2,S025,v3,option_16,0.0,2.0,2.0,6.0,19.0
options/updateOptionVotes,2023-10-07 14:58:55.194000+00:00,13.141,798.8095167183319,2,S025,v3,option_15,0.0,2.0,2.0,21.0,4.0
options/updateOptionVotes,2023-10-07 14:59:05.928000+00:00,10.734,763.0411235049936,2,S025,v3,option_14,0.0,5.0,5.0,7.0,18.0
options/updateOptionVotes,2023-10-07 14:59:17.063000+00:00,11.135,958.1898357373084,2,S025,v3,option_28,0.0,-2.0,-2.0,23.0,2.0
options/updateOptionVotes,2023-10-07 14:59:22.532000+00:00,5.469,829.7879430751813,2,S025,v3,option_5,0.0,2.0,2.0,20.0,5.0
options/updateOptionVotes,2023-10-07 14:59:28.755000+00:00,6.223,624.3946728541156,2,S025,v3,option_19,0.0,3.0,3.0,8.0,17.0
options/updateOptionVotes,2023-10-07 14:59:32.949000+00:00,4.194,465.9088624780727,2,S025,v3,option_18,0.0,2.0,2.0,22.0,3.0
options/updateOptionVotes,2023-10-07 14:59:45.224000+00:00,12.275,853.6076192642502,2,S025,v3,option_17,0.0,3.0,3.0,9.0,16.0
options/updateOptionVotes,2023-10-07 14:59:50.330000+00:00,5.106,753.1760705833782,2,S025,v3,option_4,0.0,3.0,3.0,13.0,12.0
options/updateOptionVotes,2023-10-07 14:59:56.772000+00:00,6.442,662.959058524484,2,S025,v3,option_12,0.0,2.0,2.0,24.0,1.0
options/updateOptionVotes,2023-10-07 15:00:01.952000+00:00,5.18,699.7489813618707,2,S025,v3,option_13,0.0,3.0,3.0,12.0,13.0
options/updateOptionVotes,2023-10-07 15:00:10.525000+00:00,8.572999999999999,587.1312524132319,2,S025,v3,option_22,0.0,4.0,4.0,15.0,10.0
options/updateOptionVotes,2023-10-07 15:00:39.551000+00:00,29.026,3670.87002497368,2,S025,v3,option_30,3.0,7.0,4.0,2.0,23.0
options/updateOptionVotes,2023-10-07 15:00:45.931000+00:00,6.38,442.5369566451675,2,S025,v3,option_21,3.0,8.0,5.0,14.0,11.0
options/updateOptionVotes,2023-10-07 15:00:57.168000+00:00,11.237,282.7931674261699,2,S025,v3,option_24,4.0,9.0,5.0,19.0,6.0
options/updateOptionVotes,2023-10-07 15:01:07.057000+00:00,9.889,385.609029117449,2,S025,v3,option_27,2.0,1.0,-1.0,1.0,24.0
options/updateOptionVotes,2023-10-07 15:01:27.745000+00:00,20.688,550.3779099143571,2,S025,v3,option_31,3.0,6.0,3.0,3.0,22.0
options/updateOptionVotes,2023-10-07 15:01:52.469000+00:00,24.724,2705.7693379778884,4,S025,v3,option_22,4.0,5.0,1.0,15.0,10.0
options/updateOptionVotes,2023-10-07 15:01:57.491000+00:00,5.022,404.56220347659655,2,S025,v3,option_13,3.0,4.0,1.0,12.0,13.0
options/updateOptionVotes,2023-10-07 15:02:03.398000+00:00,5.907,410.6555739721658,2,S025,v3,option_12,2.0,4.0,2.0,24.0,1.0
options/updateOptionVotes,2023-10-07 15:02:08.617000+00:00,5.219,386.26756650492734,2,S025,v3,option_4,3.0,4.0,1.0,13.0,12.0
options/updateOptionVotes,2023-10-07 15:02:14.598000+00:00,5.981,399.9367299348305,2,S025,v3,option_17,3.0,5.0,2.0,9.0,16.0
options/updateOptionVotes,2023-10-07 15:02:20.948000+00:00,6.35,351.2345156353573,2,S025,v3,option_18,2.0,3.0,1.0,22.0,3.0
options/updateOptionVotes,2023-10-07 15:02:29.972000+00:00,9.024,374.2680572575532,2,S025,v3,option_19,3.0,4.0,1.0,8.0,17.0
options/updateOptionVotes,2023-10-07 15:03:25.490000+00:00,55.518000000000015,3847.964394552329,2,S025,v3,option_30,7.0,5.0,-2.0,2.0,23.0
options/updateOptionVotes,2023-10-07 15:03:31.643000+00:00,6.152999999999999,1415.0726931674703,2,S025,v3,option_5,2.0,3.0,1.0,20.0,5.0
options/updateOptionVotes,2023-10-07 15:03:39.205000+00:00,7.561999999999999,883.907797373986,2,S025,v3,option_9,2.0,2.0,0.0,18.0,7.0
options/updateOptionVotes,2023-10-07 15:03:41.870000+00:00,2.665,392.0335514150914,2,S025,v3,option_9,2.0,3.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-07 15:03:46.381000+00:00,4.510999999999999,415.5168480078973,2,S025,v3,option_6,2.0,3.0,1.0,5.0,20.0
options/updateOptionVotes,2023-10-07 15:04:33.115000+00:00,46.734,1555.529071220713,2,S025,v3,option_21,8.0,6.0,-2.0,14.0,11.0
options/updateOptionVotes,2023-10-07 15:04:56.741000+00:00,23.626000000000005,1183.697275653863,2,S025,v3,option_1,2.0,3.0,1.0,16.0,9.0
options/updateOptionVotes,2023-10-07 15:05:00.318000+00:00,3.577,534.6664595671982,2,S025,v3,option_6,3.0,4.0,1.0,5.0,20.0
options/updateOptionVotes,2023-10-07 15:05:04.322000+00:00,4.004,530.530058653185,2,S025,v3,option_9,3.0,4.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-07 15:05:09.396000+00:00,5.074,411.5666771641342,2,S025,v3,option_16,2.0,3.0,1.0,6.0,19.0
options/updateOptionVotes,2023-10-07 15:05:15.888000+00:00,6.492,531.2761653651024,2,S025,v3,option_15,2.0,3.0,1.0,21.0,4.0
options/updateOptionVotes,2023-10-07 15:05:25.732000+00:00,9.844,649.4274385587769,2,S025,v3,option_28,-2.0,-3.0,-1.0,23.0,2.0
options/updateOptionVotes,2023-10-07 15:06:13.489000+00:00,47.757,4546.499038116932,2,S025,v3,option_26,1.0,0.0,-1.0,17.0,8.0
options/updateOptionVotes,2023-10-07 15:06:16.819000+00:00,3.33,666.4759495853855,2,S025,v3,option_27,1.0,0.0,-1.0,1.0,24.0
options/updateOptionVotes,2023-10-07 15:06:23.627000+00:00,6.808,550.4165007939648,2,S025,v3,option_27,0.0,1.0,1.0,1.0,24.0
options/updateOptionVotes,2023-10-07 15:06:28.587000+00:00,4.96,398.0489050178744,2,S025,v3,option_26,0.0,1.0,1.0,17.0,8.0
initializing system,2023-10-09 17:06:26.570000+00:00,54.936,2618.309863560626,2,S028,v3,,,,,,
options/updateOptionVotes,2023-10-09 17:07:57.429000+00:00,35.923,2431.5162218323885,2,S028,v3,option_28,0.0,-1.0,-1.0,20.0,5.0
options/updateOptionVotes,2023-10-09 17:08:12.459000+00:00,15.03,1394.4660037134147,2,S028,v3,option_1,0.0,3.0,3.0,8.0,17.0
options/updateOptionVotes,2023-10-09 17:08:53.690000+00:00,41.23100000000001,4041.2076638195326,5,S028,v3,option_19,0.0,21.0,21.0,11.0,14.0
options/updateOptionVotes,2023-10-09 17:09:03.343000+00:00,9.653,1137.14636305089,2,S028,v3,option_19,21.0,15.0,-6.0,11.0,14.0
options/updateOptionVotes,2023-10-09 17:09:21.680000+00:00,18.337000000000003,7498.620986635842,2,S028,v3,option_3,0.0,-1.0,-1.0,15.0,10.0
options/updateOptionVotes,2023-10-09 17:09:29.961000+00:00,8.280999999999999,3098.931367653214,2,S028,v3,option_28,-1.0,-5.0,-4.0,20.0,5.0
options/updateOptionVotes,2023-10-09 17:09:45.094000+00:00,15.133,2250.891144803484,2,S028,v3,option_10,0.0,-3.0,-3.0,6.0,19.0
options/updateOptionVotes,2023-10-09 17:09:58.626000+00:00,13.531999999999996,3333.660483252918,2,S028,v3,option_2,0.0,5.0,5.0,17.0,8.0
options/updateOptionVotes,2023-10-09 17:10:07.959000+00:00,9.332999999999998,1808.7660209117837,2,S028,v3,option_10,-3.0,-5.0,-2.0,6.0,19.0
options/updateOptionVotes,2023-10-09 17:10:18.270000+00:00,10.310999999999998,3331.201437732448,2,S028,v3,option_1,3.0,5.0,2.0,8.0,17.0
options/updateOptionVotes,2023-10-09 17:10:32.141000+00:00,13.871,3378.467104922745,2,S028,v3,option_19,15.0,10.0,-5.0,11.0,14.0
options/updateOptionVotes,2023-10-09 17:11:00.581000+00:00,28.439999999999998,5345.320774796779,2,S028,v3,option_24,0.0,2.0,2.0,5.0,20.0
options/updateOptionVotes,2023-10-09 17:11:14.960000+00:00,14.378999999999998,1540.382489772316,2,S028,v3,option_12,0.0,1.0,1.0,13.0,12.0
options/updateOptionVotes,2023-10-09 17:11:35.681000+00:00,20.721000000000004,1335.988987664865,2,S028,v3,option_22,0.0,1.0,1.0,4.0,21.0
options/updateOptionVotes,2023-10-09 17:11:39.744000+00:00,4.063,329.9839754884774,2,S028,v3,option_17,0.0,1.0,1.0,24.0,1.0
options/updateOptionVotes,2023-10-09 17:12:02.592000+00:00,22.848,2168.0945719039537,2,S028,v3,option_13,0.0,1.0,1.0,14.0,11.0
options/updateOptionVotes,2023-10-09 17:12:50.316000+00:00,47.724,2468.7363157627574,2,S028,v3,option_31,0.0,1.0,1.0,21.0,4.0
options/updateOptionVotes,2023-10-09 17:12:52.971000+00:00,2.655,592.4429271461568,2,S028,v3,option_30,0.0,1.0,1.0,23.0,2.0
options/updateOptionVotes,2023-10-09 17:13:09.260000+00:00,16.289,2053.5207704089958,2,S028,v3,option_9,0.0,1.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-09 17:13:30.681000+00:00,21.421000000000003,3002.8205239442805,2,S028,v3,option_5,0.0,2.0,2.0,3.0,22.0
options/updateOptionVotes,2023-10-09 17:13:39.513000+00:00,8.832,678.5291212685593,2,S028,v3,option_14,0.0,1.0,1.0,2.0,23.0
options/updateOptionVotes,2023-10-09 17:13:58.717000+00:00,19.204,1364.3680070744404,2,S028,v3,option_8,0.0,2.0,2.0,1.0,24.0
options/updateOptionVotes,2023-10-09 17:14:10.147000+00:00,11.43,1902.727315690456,2,S028,v3,option_2,5.0,10.0,5.0,17.0,8.0
options/updateOptionVotes,2023-10-09 17:14:25.071000+00:00,14.923999999999996,4959.833565461123,2,S028,v3,option_1,5.0,10.0,5.0,8.0,17.0
options/updateOptionVotes,2023-10-09 17:15:16.410000+00:00,51.339000000000006,5434.409291241682,2,S028,v3,option_27,0.0,1.0,1.0,19.0,6.0
options/updateOptionVotes,2023-10-09 17:15:26.535000+00:00,10.125,951.5610936532678,2,S028,v3,option_16,0.0,1.0,1.0,16.0,9.0
options/updateOptionVotes,2023-10-09 17:15:33.859000+00:00,7.324,872.16708832671,2,S028,v3,option_31,1.0,2.0,1.0,21.0,4.0
options/updateOptionVotes,2023-10-09 17:15:53.468000+00:00,19.60899999999999,5936.341486022428,2,S028,v3,option_12,1.0,2.0,1.0,13.0,12.0
options/updateOptionVotes,2023-10-09 17:16:08.948000+00:00,15.48,562.4341173379232,2,S028,v3,option_17,1.0,2.0,1.0,24.0,1.0
options/updateOptionVotes,2023-10-09 17:16:20.019000+00:00,11.071000000000002,703.9272707313542,2,S028,v3,option_9,1.0,2.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-09 17:16:23.371000+00:00,3.3520000000000003,286.58570107330905,2,S028,v3,option_27,1.0,2.0,1.0,19.0,6.0
options/updateOptionVotes,2023-10-09 17:16:27.029000+00:00,3.658,681.7921273890884,2,S028,v3,option_13,1.0,2.0,1.0,14.0,11.0
options/updateOptionVotes,2023-10-09 17:16:32.134000+00:00,5.105,1519.253181424355,2,S028,v3,option_16,1.0,2.0,1.0,16.0,9.0
options/updateOptionVotes,2023-10-09 17:16:40.843000+00:00,8.709,315.79627266474085,2,S028,v3,option_30,1.0,3.0,2.0,23.0,2.0
options/updateOptionVotes,2023-10-09 17:16:57.774000+00:00,16.931,4693.688073782552,2,S028,v3,option_5,2.0,3.0,1.0,3.0,22.0
options/updateOptionVotes,2023-10-09 17:17:33.921000+00:00,36.147,3886.2379453318495,2,S028,v3,option_12,2.0,3.0,1.0,13.0,12.0
options/updateOptionVotes,2023-10-09 17:17:37.656000+00:00,3.735,2127.1711136677613,2,S028,v3,option_30,3.0,5.0,2.0,23.0,2.0
options/updateOptionVotes,2023-10-09 17:17:51.145000+00:00,13.489,3105.351060807806,2,S028,v3,option_24,2.0,4.0,2.0,5.0,20.0
options/updateOptionVotes,2023-10-09 17:17:56.424000+00:00,5.279,378.0014806520097,2,S028,v3,option_24,4.0,5.0,1.0,5.0,20.0
options/updateOptionVotes,2023-10-09 17:18:01.912000+00:00,5.488,1481.023195468697,2,S028,v3,option_5,3.0,5.0,2.0,3.0,22.0
options/updateOptionVotes,2023-10-09 17:18:11.020000+00:00,9.108,1623.0968607606417,2,S028,v3,option_8,2.0,3.0,1.0,1.0,24.0
initializing system,2023-10-11 15:35:56.554000+00:00,93.716,1445.930100378383,0,S031,v3,,,,,,
options/updateOptionVotes,2023-10-11 15:38:24.913000+00:00,54.64300000000001,1947.4581217495029,2,S031,v3,option_20,0.0,0.0,0.0,17.0,8.0
options/updateOptionVotes,2023-10-11 15:38:27.174000+00:00,2.261,364.6940031300503,2,S031,v3,option_20,0.0,1.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-11 15:38:41.990000+00:00,14.816,334.6748376684675,2,S031,v3,option_24,0.0,2.0,2.0,1.0,24.0
options/updateOptionVotes,2023-10-11 15:38:48.527000+00:00,6.537,438.71911249620257,2,S031,v3,option_6,0.0,-1.0,-1.0,12.0,13.0
options/updateOptionVotes,2023-10-11 15:38:59.125000+00:00,10.598,1243.1849162054327,3,S031,v3,option_5,0.0,-1.0,-1.0,2.0,23.0
options/updateOptionVotes,2023-10-11 15:39:12.681000+00:00,13.556,529.5663577473829,2,S031,v3,option_28,0.0,-4.0,-4.0,3.0,22.0
options/updateOptionVotes,2023-10-11 15:39:18.227000+00:00,5.546,520.3744195036252,2,S031,v3,option_17,0.0,2.0,2.0,23.0,2.0
options/updateOptionVotes,2023-10-11 15:39:30.006000+00:00,11.779,208.6386955305356,2,S031,v3,option_31,0.0,2.0,2.0,4.0,21.0
options/updateOptionVotes,2023-10-11 15:39:37.848000+00:00,7.842,156.18828555073068,2,S031,v3,option_22,0.0,1.0,1.0,9.0,16.0
options/updateOptionVotes,2023-10-11 15:39:43.158000+00:00,5.31,173.59010879027795,2,S031,v3,option_12,0.0,2.0,2.0,24.0,1.0
options/updateOptionVotes,2023-10-11 15:39:50.313000+00:00,7.155,186.3900164518961,2,S031,v3,option_15,0.0,1.0,1.0,5.0,20.0
options/updateOptionVotes,2023-10-11 15:39:57.603000+00:00,7.29,350.06361221868934,2,S031,v3,option_4,0.0,-1.0,-1.0,6.0,19.0
options/updateOptionVotes,2023-10-11 15:40:15.795000+00:00,18.192,406.9759982468197,2,S031,v3,option_11,0.0,1.0,1.0,8.0,17.0
options/updateOptionVotes,2023-10-11 15:40:22.161000+00:00,6.366,312.62717797589414,2,S031,v3,option_30,0.0,1.0,1.0,14.0,11.0
options/updateOptionVotes,2023-10-11 15:40:28.428000+00:00,6.267,291.93834512688835,2,S031,v3,option_29,0.0,-4.0,-4.0,19.0,6.0
options/updateOptionVotes,2023-10-11 15:40:35.853000+00:00,7.425,323.1959227016516,2,S031,v3,option_13,0.0,2.0,2.0,16.0,9.0
options/updateOptionVotes,2023-10-11 15:40:41.198000+00:00,5.345,157.73822417661512,2,S031,v3,option_16,0.0,2.0,2.0,21.0,4.0
options/updateOptionVotes,2023-10-11 15:40:45.034000+00:00,3.836,208.9267516526708,2,S031,v3,option_21,0.0,1.0,1.0,11.0,14.0
options/updateOptionVotes,2023-10-11 15:41:09.221000+00:00,24.187,1048.9209070211195,4,S031,v3,option_23,0.0,1.0,1.0,15.0,10.0
options/updateOptionVotes,2023-10-11 15:41:33.004000+00:00,23.783,285.7688759216154,2,S031,v3,option_14,0.0,2.0,2.0,22.0,3.0
options/updateOptionVotes,2023-10-11 15:41:54.539000+00:00,21.535,3779.3994302257975,3,S031,v3,option_28,-4.0,-6.0,-2.0,3.0,22.0
options/updateOptionVotes,2023-10-11 15:42:10.304000+00:00,15.765,2538.010937876701,2,S031,v3,option_29,-4.0,-7.0,-3.0,19.0,6.0
options/updateOptionVotes,2023-10-11 15:42:18.477000+00:00,8.173,2331.038656267463,3,S031,v3,option_20,1.0,2.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-11 15:42:29.627000+00:00,11.15,324.3732494530008,2,S031,v3,option_24,2.0,4.0,2.0,1.0,24.0
options/updateOptionVotes,2023-10-11 15:42:33.824000+00:00,4.196999999999999,188.8463890264559,2,S031,v3,option_6,-1.0,0.0,1.0,12.0,13.0
options/updateOptionVotes,2023-10-11 15:42:38.627000+00:00,4.803,540.0410997069747,3,S031,v3,option_5,-1.0,0.0,1.0,2.0,23.0
options/updateOptionVotes,2023-10-11 15:42:48.504000+00:00,9.877,1257.6019223737662,2,S031,v3,option_4,-1.0,0.0,1.0,6.0,19.0
options/updateOptionVotes,2023-10-11 15:43:05.987000+00:00,17.483,2325.6549595899387,3,S031,v3,option_20,2.0,3.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-11 15:43:20.679000+00:00,14.692,681.3655033156493,2,S031,v3,option_24,4.0,5.0,1.0,1.0,24.0
options/updateOptionVotes,2023-10-11 15:43:34.179000+00:00,13.5,980.5652215569536,2,S031,v3,option_17,2.0,3.0,1.0,23.0,2.0
options/updateOptionVotes,2023-10-11 15:43:39.804000+00:00,5.625,376.2902029302159,2,S031,v3,option_31,2.0,3.0,1.0,4.0,21.0
options/updateOptionVotes,2023-10-11 15:43:44.676000+00:00,4.872,663.2905994768498,2,S031,v3,option_22,1.0,2.0,1.0,9.0,16.0
options/updateOptionVotes,2023-10-11 15:43:48.558000+00:00,3.882,259.2638745129407,2,S031,v3,option_12,2.0,4.0,2.0,24.0,1.0
options/updateOptionVotes,2023-10-11 15:43:54.565000+00:00,6.007,161.11221687834646,2,S031,v3,option_15,1.0,5.0,4.0,5.0,20.0
options/updateOptionVotes,2023-10-11 15:44:13.825000+00:00,19.26,551.4606571246177,2,S031,v3,option_11,1.0,5.0,4.0,8.0,17.0
options/updateOptionVotes,2023-10-11 15:44:20.091000+00:00,6.266,462.99381491102906,2,S031,v3,option_30,1.0,3.0,2.0,14.0,11.0
options/updateOptionVotes,2023-10-11 15:44:26.819000+00:00,6.728,348.8910567757124,2,S031,v3,option_13,2.0,5.0,3.0,16.0,9.0
options/updateOptionVotes,2023-10-11 15:44:31.005000+00:00,4.186,172.6647077744019,2,S031,v3,option_16,2.0,5.0,3.0,21.0,4.0
options/updateOptionVotes,2023-10-11 15:44:35.403000+00:00,4.398000000000001,208.0198446397344,2,S031,v3,option_21,1.0,3.0,2.0,11.0,14.0
options/updateOptionVotes,2023-10-11 15:44:49.308000+00:00,13.905,523.7210208893586,2,S031,v3,option_23,1.0,5.0,4.0,15.0,10.0
options/updateOptionVotes,2023-10-11 15:45:04.788000+00:00,15.48,212.61146228751363,2,S031,v3,option_14,2.0,5.0,3.0,22.0,3.0
options/updateOptionVotes,2023-10-11 15:45:08.558000+00:00,3.77,400.16393500536606,2,S031,v3,option_25,0.0,1.0,1.0,20.0,5.0
options/updateOptionVotes,2023-10-11 15:45:12.078000+00:00,3.52,559.7657869309116,2,S031,v3,option_18,0.0,1.0,1.0,18.0,7.0
options/updateOptionVotes,2023-10-11 15:45:15.273000+00:00,3.195,444.83864707761495,2,S031,v3,option_26,0.0,1.0,1.0,13.0,12.0
options/updateOptionVotes,2023-10-11 15:45:20.370000+00:00,5.097,1297.3457439766908,3,S031,v3,option_27,0.0,1.0,1.0,10.0,15.0
options/updateOptionVotes,2023-10-11 15:45:22.789000+00:00,2.419,399.0668724279371,2,S031,v3,option_4,0.0,1.0,1.0,6.0,19.0
options/updateOptionVotes,2023-10-11 15:45:27.975000+00:00,5.185999999999999,1057.9126226386534,2,S031,v3,option_5,0.0,1.0,1.0,2.0,23.0
options/updateOptionVotes,2023-10-11 15:45:31.070000+00:00,3.095,468.8573620600481,2,S031,v3,option_6,0.0,1.0,1.0,12.0,13.0
options/updateOptionVotes,2023-10-11 15:46:00.094000+00:00,29.024,1429.7213150693792,5,S031,v3,option_20,3.0,4.0,1.0,17.0,8.0
options/updateOptionVotes,2023-10-11 15:46:08.678000+00:00,8.584,719.9101947447757,3,S031,v3,option_24,5.0,8.0,3.0,1.0,24.0
options/updateOptionVotes,2023-10-11 15:46:31.336000+00:00,22.658,1169.853905516541,3,S031,v3,option_17,3.0,4.0,1.0,23.0,2.0
options/updateOptionVotes,2023-10-11 15:46:35.994000+00:00,4.658,807.7734851432508,3,S031,v3,option_17,4.0,5.0,1.0,23.0,2.0
options/updateOptionVotes,2023-10-11 15:46:41.225000+00:00,5.231,690.287021623068,3,S031,v3,option_31,3.0,4.0,1.0,4.0,21.0
options/updateOptionVotes,2023-10-11 15:46:55.491000+00:00,14.266,792.3135837331685,3,S031,v3,option_12,4.0,5.0,1.0,24.0,1.0
options/updateOptionVotes,2023-10-11 15:47:18.519000+00:00,23.028,1725.312958655304,3,S031,v3,option_21,3.0,4.0,1.0,11.0,14.0
options/updateOptionVotes,2023-10-11 15:47:36.115000+00:00,17.596,1243.654177473971,3,S031,v3,option_23,5.0,8.0,3.0,15.0,10.0
options/updateOptionVotes,2023-10-11 15:47:57.007000+00:00,20.892,2747.3957309723933,3,S031,v3,option_22,2.0,3.0,1.0,9.0,16.0
options/updateOptionVotes,2023-10-11 15:48:34.166000+00:00,37.159,2863.549582230863,2,S031,v3,option_18,1.0,3.0,2.0,18.0,7.0
initializing system,2023-10-12 20:18:59.569000+00:00,61.798,1956.9798668850403,0,S035,v3,,,,,,
options/updateOptionVotes,2023-10-12 20:20:37.515000+00:00,36.148,4020.80403077697,2,S035,v3,option_18,0.0,9.0,9.0,9.0,16.0
options/updateOptionVotes,2023-10-12 20:20:49.226000+00:00,11.711000000000002,1581.1877197322508,2,S035,v3,option_12,0.0,11.0,11.0,21.0,4.0
options/updateOptionVotes,2023-10-12 20:20:57.145000+00:00,7.919,813.5895406486995,2,S035,v3,option_19,0.0,7.0,7.0,14.0,11.0
options/updateOptionVotes,2023-10-12 20:21:04.110000+00:00,6.965,887.0022561173766,2,S035,v3,option_2,0.0,6.0,6.0,16.0,9.0
options/updateOptionVotes,2023-10-12 20:21:09.836000+00:00,5.726,302.86072610640025,2,S035,v3,option_16,0.0,3.0,3.0,18.0,7.0
options/updateOptionVotes,2023-10-12 20:21:17.508000+00:00,7.672000000000001,1369.834488637202,2,S035,v3,option_21,0.0,6.0,6.0,11.0,14.0
options/updateOptionVotes,2023-10-12 20:21:36.285000+00:00,18.777,977.220845779891,2,S035,v3,option_24,0.0,6.0,6.0,22.0,3.0
